record_id,provider,title,price_usd,merchant_display_text,ever_returned_in_five_validated_games,within_800_record_price,example_family,grinding_or_bean_to_cup_text,milk_froth_or_steam_text,pressure_marketing_15_or_20_bar,title_truncated_flag,merchant_aggregate_flag,numeric_only_merchant_field,alibaba_merchant_text,sponsored
bing-d3aaab6bb9bdbb0ba72a,bing,"Eastvita Machine With Grinder Cappuccino And Latte Maker With Powerful Milk Frother For Home Barista, LCD Display,Stainless Steel Coffee Maker",281.99,Walmart,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-1dd392a01e715db007bd,bing,QDMECH 220V Automatic Bean To Cup Coffee Maker With Grinder Milk Frother Multifunction Cappuccino Latte Coffee Machine,500.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-86b37371ef27345c4dcc,bing,Professional Office Espresso System With Grinder & Milk Frother Box,142.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-7887b55a520e19949fb3,bing,QDMECH Fully Automatic Intelligent Coffee Machine With Grinder Milk Frother Espresso Cappuccino Latte Office Coffee Machine,500.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-624710342e578c8452a3,bing,"Dual Boiler Espresso Machine With Grinder, 20 Bar Espresso Maker With Milk Steamer & Hot Water, Dual LED Display, Pressure Gauge, Burr Grinder, Coffee Machine For Home&Office, Stainless Steel COWSAR",489.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-0dbc94609b804b9bc78c,bing,19 Bar Espresso Machine With Coffee Grinder Milk Steam Frother Wand For Espresso Cappuccino And Latte,155.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-1319fc13b8a8ec4632a0,bing,"Professional 20 Bar Machine,Built-In Grinder & Milk Frother,1.5L Water Tank NEW. Garvee. PHO 34YLKFG7-Silver. Espresso & Cappuccino Machines.",219.99,eBay,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-6682bbef1dd893115088,bing,"4 Compact Espresso Maker With Grinder & Milk Frother, Stainless Steel Design. Zstar. Silver. Espresso & Cappuccino Machines. 629831840700.",299.65,eBay,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-4dc5b8e2ee15522d6952,bing,Semi Automatic Espresso Machine With Grinder And Milk Frother 20 Bar Professional Pressure Large 95Oz Removable Water Tank,309.26,Temu-AC,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-7d6530ba5a01aa92c129,bing,"Semi-Automatic Espresso & Coffee Machine With Manual Milk Frother For Latte, Cappuccino, Built-In Grinder, Silver Coffee Maker",49.50,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-b4c7ed14dbba8b6d550c,bing,"Espresso Machine ,Semi-Automatic Coffee Maker With Bean Grinder And Milk Frother Steam Wand CM8050 - CM8050H",439.99,delupe.com,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-4ed87dfed4540f3f409c,bing,Professional Milk Frother Coffee Espresso Home Machine With Grinder,280.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-43de8e4359ad1784cba0,bing,"Ninja - Luxe Café Premier Series 3-In-1 Espresso, Coffee, And Cold Brew Machine With Grinder And Scale, And Hands-Free Frother - Cyberspace",599.99,Best Buy,True,True,Ninja Premier,True,True,False,False,False,False,False,False
bing-5963e05d24b87ba08d9e,bing,Electric Espresso Coffee Maker Machine With Coffee Grinder Milk Steam Frother Wand For Cappuccino Latte,93.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-555c889123cc8589e9f1,bing,19 Bar Full Automatic Cafe Maker Built-In Adjustable Grinder And Manual Milk Frother Steam Wand For Cappuccino Latte Macchiato,190.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-46aeeb9c07398184ea88,bing,Espresso Machine 15 Gears Coffee Grinder Milk Steam Wand For Espresso 150G Bean Volume Coffee Maker With Automatic Milk Frother,340.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-ce34330d6ac085f4326c,bing,Household Multifunctional 15Bar 1450W Powerful Espresso Coffee Machine Milk Frothing With Grinder Electric Coffee Maker,107.30,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-4d8b5ffd6453f1c28447,bing,Newly Designed Semi-Automatic Espresso Machine Coffee Grinder With Integrated Milk Frother,44.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-a75dd746990e219179ad,bing,Espresso Machine With Grinder Semi-Automatic Espresso Coffee Maker Milk Frother,586.84,AccessoryZ,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-689c3dc5eb84ca0ea6a9,google,Gemilai Owl G3006 Semi-Automatic 15 Bar Home Espresso Coffee Machine with Milk Frother Steam Wand,359.99,Gemilai,False,True,unclassified by example rules,False,True,True,False,False,False,False,True
google-927aa0cbd12c9dd871be,google,Craftbrew Espresso Machine - Black Stainless,129.99,Chefman,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-093ec7415b0297f54798,google,"Gemilai Ele G3028A Semi-Automatic Espresso Machine with Dual PID & Adjustable Dual-Mode OPV, 550ml Brew Boiler, Auto Milk Frothing Ivory White",699.99,Gemilai,False,True,unclassified by example rules,False,True,False,False,False,False,False,True
google-fd471507f3507f60e2c5,google,Best Espresso Machine | Dual Boiler Rotary Pump | Dose & Yield by Weight | Meraki Gen 2,1799.00,Meraki,False,False,unclassified by example rules,False,False,False,False,False,False,False,True
google-9f5c0b2033b9a5b838b3,google,"Garvee All-in-One Espresso Machine with Milk Frother, Cappuccino Latte Coffee Maker for Home Barista, Built-In Bean Grinder,85oz Removable Water Tank,",309.99,garvee,False,True,unclassified by example rules,True,True,False,False,False,False,False,True
google-7008e45b66b4d776a130,google,"Coffee & Espresso Machine for Home - Latte, Cappuccino & More - Steam Wand Milk Frother - The Best Espresso - Semi Automatic - Cafe Bueno CB-2000",399.99,Cafe Bueno,False,True,unclassified by example rules,False,True,False,False,False,False,False,True
google-a24964046c8abefc9c71,google,Turin Gallatin DB - Dual Boiler Espresso Machine with PID - Polished Stainless,1949.00,espressooutlet.com,False,False,unclassified by example rules,False,False,False,False,False,False,False,True
google-6075be09309c1cedfa75,google,"Breville Barista Express Impress Espresso Machine, Olive Tapenade, Green",649.95,Williams-Sonoma,True,True,Breville Barista Express Impress,False,False,False,False,False,False,False,True
google-3e0e1bd5e6c6b143e0eb,google,"Gemilai Ele G3028A Semi-Automatic Espresso Machine with Dual PID & Adjustable Dual-Mode OPV, 550ml Brew Boiler, Auto Milk Frothing Elephant Grey",699.99,Gemilai,False,True,unclassified by example rules,False,True,False,False,False,False,False,True
google-deddf6d8df156ac11d4f,google,Brew Barista-Quality Espresso at Home | GEVI Black Friday Deal,359.99,GEVI,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-52599dc6158698ca86ad,google,Philips Barista Brew Semi-Automatic Espresso Machine Philips,429.99,Wayfair,True,True,Philips Barista Brew,False,False,False,False,False,False,False,True
google-09ab220c662fb70ce7c9,google,"Lifeimpree Espresso Machine with Grinder, 20 Bar Coffee Machine for Home with Powerful Milk Frother Steam Wand, 30 Grind Settings, 1550w Coffee Maker",156.00,Walmart,False,True,unclassified by example rules,True,True,True,False,False,False,False,True
google-ae498ae8f614607c236a,google,CraftBrew Espresso Machine,99.99,Chefman,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-4d53fd2ce8be21625019,google,20 Bar Espresso Machines with Grinde CM8031 - Kismile 80431KCM0-WHITE(1 yr warranty),280.50,Kismile,False,True,unclassified by example rules,True,False,True,False,False,False,False,True
google-4b850be38b09081be841,google,Crema Deluxe Double Boiler Espresso Machine,499.99,Chefman,False,True,Chefman Crema Deluxe,False,False,False,False,False,False,False,True
google-4cac610ce4e4d1376e1a,google,5418 Pro Fast-Heating Espresso Machine | CASABREWS Beige,199.99,casabrews,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-9fe04acd49cb549f5408,google,"COWSAR 20 Bar Espresso Machine with Grinder, Professional Espresso Maker, Milk Frother Steam Wand, Removable Water Tank, White",289.99,Target,False,True,unclassified by example rules,True,True,True,False,False,False,False,True
google-0634ebee15cca5883518,google,Ninja Luxe Cafe Premier Espresso Machine in Blue in Trace Blue | ES601BL | SharkNinja,599.99,SharkNinja,True,True,Ninja Premier,False,False,False,False,False,False,False,True
google-062c372f4deabe1399f0,google,Gemilai Owl G3006 Semi-Automatic 15 Bar Home Espresso Coffee Machine with Milk Frother Steam Wand Metallic Silver,359.99,Gemilai,False,True,unclassified by example rules,False,True,True,False,False,False,False,True
google-409454c99783973698a7,google,"Breville Barista Express Impress Espresso Machine, Sea Salt, White",649.95,Williams-Sonoma,True,True,Breville Barista Express Impress,False,False,False,False,False,False,False,True
google-04f19fd9aa585f2a9040,google,"Breville Barista Express Impress Espresso Machine, Silver",649.95,Williams-Sonoma,False,True,Breville Barista Express Impress,False,False,False,False,False,False,False,True
google-8dec8ad49b7949773f22,google,"Elite Espresso Machines With Milk Frother Steam Wand, Coffee Grinder & Self-cleaning Kismile",295.99,Wayfair,False,True,unclassified by example rules,True,True,False,False,False,False,False,True
google-afff0c4dc2bebb7a1122,google,Kismile 15-Bar Espresso Coffee Machine,459.99,Rowan Appliance,False,True,unclassified by example rules,False,False,True,False,False,False,False,True
google-7eb494d8a25bff454d9e,google,"De'Longhi - Magnifica Evo Espresso Machine with Automatic Milk Frother for Hot and Iced Lattes, Coffee and More - Silver",749.99,Best Buy,True,True,DeLonghi Magnifica Evo (other),False,True,False,False,False,False,False,True
google-0bd16a178cc0bfc594cd,google,"Coffee machine with grinder, Coffee maker sale 20 Bar Espresso Machine with Milk Frother Steam Wand, Coffee maker with grinder, 58 mm",91.16,Temu,False,True,unclassified by example rules,True,True,True,False,False,False,False,True
google-9071502a3f1d326b6738,google,Frigidaire - Steam Espresso Maker,129.00,Frigidaire,False,True,unclassified by example rules,False,True,False,False,False,False,False,True
google-66031605de74aad8da51,google,COWSAR 20-Bar Commercial Espresso Machine with Grinder White,309.99,cowsarofficial,False,True,unclassified by example rules,True,False,True,False,False,False,False,True
google-91161e46ef2dad7f708d,google,"Garvee 20 Bar Espresso Machine - 1500W Motor, Built - In 30 - Setting Grinder, Milk Frothing, PID, 2.8L Tank",399.99,garvee,False,True,unclassified by example rules,True,True,True,False,False,False,False,True
google-e7d3b62fa8e758b23bca,google,"Anlicho 2-Cup Silver Semi-Automatic Espresso Machine with Built-In Grinder, 20-Bar Extraction, NTC Temp Control",249.00,Home Depot,False,True,unclassified by example rules,True,False,True,False,False,False,False,True
google-54752d3ce9bd4e4903b7,google,"Breville Bambino Espresso Machine, Silver",299.95,Williams-Sonoma,True,True,Breville Bambino (other),False,False,False,False,False,False,False,True
google-6b88fcbcf908d96468f2,google,"Espressione Concierge 12.5 Inch Fully Automatic Espresso Machine – 7 Inch Bean to Cup Maker with 20 Bar Pump, Black",399.96,Sur La Table,False,True,unclassified by example rules,True,False,True,False,False,False,False,True
google-5f8367167d31245ff7d0,google,"Philips Baristina Latte Espresso Machine with Milk Frother, White, White",499.95,Williams-Sonoma,False,True,Philips Baristina,False,True,False,False,False,False,False,True
google-7a62c33c2d2753dc346a,google,"Chefman Barista Pro Espresso Maker Stainless Steel Finish: 1350W Electric Coffee Machine, Dishwasher-Safe Parts, 1.8L Capacity",139.99,Target,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-7ca7479d2dbbeadb3230,google,"20 Bar Espresso Machine with Grinder, Professional Coffee Maker with Milk Frother, Hot Water Function, Removable Water Tank, Black Kismile",239.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,True
google-4a1c534628780905e756,google,20 Bar Espresso Machines with Grinde CM8031 - Kismile CM8031(1 yr free warranty),309.99,Kismile,False,True,unclassified by example rules,True,False,True,False,False,False,False,True
google-40e8d2a541b7e7fb19db,google,Ninja Luxe Cafe Premier Espresso Machine in Oat Milk | ES601WH | SharkNinja,599.99,SharkNinja,True,True,Ninja Premier,False,True,False,False,False,False,False,True
google-ce567872f47704a0f42f,google,CM5418 BASIC --Best 20bar Espresso Machine with Milk Frother,98.99,casabrews,True,True,unclassified by example rules,False,True,True,False,False,False,False,True
google-7013fa1746e456ff626b,google,Bellucci Bellucci Latte De Luxe Super Automatic Espresso Machine (Black),710.00,homecoffeesolutions.com,False,True,unclassified by example rules,False,False,False,False,False,False,False,True
google-a02bae23b53b76bc24b2,google,Philips Baristina Espresso machine Milky White,449.99,Philips Home Appliances US,False,True,Philips Baristina,False,True,False,False,False,False,False,True
google-36fa0efde517b5d7fda8,google,"Bluebow Espresso Machine with Color Touchscreen, 20 Bar Espresso Maker with Automatic Milk Frother, Coffee Maker for Home - Cold Brew Cappuccino Latte",116.99,Walmart,False,True,unclassified by example rules,False,True,True,False,False,False,False,True
google-04442529dc01aab8c0a5,google,De'Longhi Magnifica Evo Espresso Machine with LatteCrema System,899.95,De'Longhi & more,False,False,DeLonghi Magnifica Evo (other),False,False,False,False,True,False,False,False
google-70d858d19fd46fafb853,google,Philips 5500 Series LatteGo Fully Automatic Espresso Machine,899.96,Walmart - LifestyleByFocus & more,False,False,Philips 5500,False,False,False,False,True,False,False,False
google-f672799d4177b5d361e3,google,Breville Barista Touch Espresso Machine,999.95,Breville & more,False,False,Breville Barista Touch (other),False,False,False,False,True,False,False,False
google-e7d412d7eeea2e97dd30,google,De'Longhi Magnifica Evo Espresso Machine,749.95,Refurbished.Walmart & more,False,True,DeLonghi Magnifica Evo (other),False,False,False,False,True,False,False,False
google-2fb2d250ff7b3427abbb,google,Philips Saeco 5500 LATTEGO + ICED COFFEE Silent Brew Coffee Machine EP5544/90 (Grey Chrome) + FREE COFFEE,693.00,Creative Coffee,False,True,Philips 5500,False,False,False,False,False,False,False,False
google-e9eb8fe30b1ea9d40fd8,google,Breville Barista Touch Impress Espresso Machine,1499.95,Breville & more,False,False,Breville Barista Touch Impress,False,False,False,False,True,False,False,False
google-71336ad308e6154992c2,google,De'Longhi Magnifica Evo Next Fully Automatic Espresso Machine,1099.95,Target & more,False,False,DeLonghi Magnifica Evo Next,False,False,False,False,True,False,False,False
google-add4d25806a810d8974a,google,Philips 5500 Series Fully Automatic Espresso Machine with LatteGo,1299.95,Sur La Table & more,False,False,Philips 5500,False,False,False,False,True,False,False,False
google-d5e12a594869aa3d85ed,google,Breville Barista Touch,999.95,dunecoffee.com,False,False,Breville Barista Touch (other),False,False,False,False,False,False,False,False
google-9083303fcc2e5fd2dd1d,google,Delonghi Magnifica Evo with frother ECAM29084SB | 2 Yrs Warranty,899.95,Espresso Machine Experts,False,False,DeLonghi Magnifica Evo (other),False,True,False,False,False,False,False,False
google-977666da80b52a214754,google,Breville Bambino Espresso Machine,299.95,Best Buy & more,False,True,Breville Bambino (other),False,False,False,False,True,False,False,False
google-c0a29ed9e49032b51060,google,De'Longhi La Specialista Maestro Espresso Machine with Cold Brew,831.97,Walmart & more,False,False,DeLonghi La Specialista,False,False,False,False,True,False,False,False
google-8bbde86ff3f4e659e021,google,Turin Gallatin V HX Espresso Machine with PID,1299.00,espressooutlet.com & more,False,False,unclassified by example rules,False,False,False,False,True,False,False,False
google-e6c59526c1b98a2fbc3c,google,Breville the Bambino Espresso Machine,299.95,PC Richard & Son & more,True,True,Breville Bambino (other),False,False,False,False,True,False,False,False
google-df929791eeb4aa842e70,google,Breville Oracle Jet Espresso Machine,1999.95,Breville & more,False,False,Breville Oracle Jet,False,False,False,False,True,False,False,False
google-f9ceba2e59999d43cab5,google,Bezzera Luce S PID Espressomaschine,2149.00,Whole Latte Love,False,False,unclassified by example rules,False,False,False,False,False,False,False,False
google-3b66cec49c3013bc150d,google,Breville Bambino Stainless Steel Espresso Maker Silver BES450BSS,93.45,Foreign Price: £69littlewoods.com,False,True,Breville Bambino (other),False,False,False,False,False,False,False,False
google-ae16f17e37b151e3a9fd,google,Breville Barista Express Espresso Machine Impress,649.95,Whole Latte Love & more,False,True,Breville Barista Express Impress,False,False,False,False,True,False,False,False
google-dc0d04709783b322616b,google,ECM Mechanika Slim PID Espresso Machine,2159.00,Clive Coffee & more,False,False,unclassified by example rules,False,False,False,False,True,False,False,False
google-bbbd53043c8ed53733ef,google,Breville Bambino Plus Espresso Machine,499.95,Breville & more,True,True,Breville Bambino Plus,False,False,False,False,True,False,False,False
google-73d649a23e17eb409d3e,google,Chefman Crema Supreme Espresso Machine,329.99,Target & more,True,True,Chefman Crema Supreme,False,False,False,False,True,False,False,False
google-e330ec1bb31d6723d074,google,AIRMSEN Espresso Machines with Burr Grinder 20 Bar,184.99,Best Buy & more,False,True,unclassified by example rules,True,False,True,False,True,False,False,False
google-c1ac723b3479e478c13f,google,Ninja Luxe Caf Mini Espresso Machine & Drip Coffee Maker with Built-in Grinder,449.99,Walmart & more,False,True,Ninja Mini (other),True,False,False,False,True,False,False,False
google-9a80fa64810512850360,google,Breville Barista Express Espresso Machine,689.99,Best Buy & more,False,True,Breville Barista Express (other),False,False,False,False,True,False,False,False
google-685be5d79a31ad7bf48c,google,Breville Barista Express Espresso Machine Impress,649.95,Macy's & more,False,True,Breville Barista Express Impress,False,False,False,False,True,False,False,False
google-1fb95f4aec8a1d774f47,google,20 Bar Espresso Machine with Conical Burr Grinder & Steam Wand Stainless Steel All-in-One Coffee Maker for Latte,215.99,Target & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-90f95eb7a3aaf756914d,google,De'Longhi Magnifica Start Espresso & Coffee Machine with Automatic Milk Frother,769.00,Walmart - ElectroCell & more,False,True,DeLonghi Magnifica Start,False,True,False,False,True,False,False,False
google-2f0e3fe6ce9327efd599,google,Cafe BELLISSIMO Semi Automatic Espresso Machine + Frother,579.95,Crate & Barrel & more,False,True,unclassified by example rules,False,True,False,False,True,False,False,False
google-e405f9c71a7f83b9074e,google,Garvee 20 Bar Pressure Stainless Steel Espresso Machine with Grinder,266.99,Lowe's & more,False,True,unclassified by example rules,True,False,True,False,True,False,False,False
google-cafe28979b07d09cdb70,google,Thyme & Table Barista Grade 15-Bar Espresso Machine with Conical Burr Grinder,349.00,Walmart & more,False,True,unclassified by example rules,True,False,True,False,True,False,False,False
google-08d47bfb07f6fca45197,google,Espresso Machine with Grinder Milk Frother Wand 1450W,699.99,Target,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-e0afe7f59d7d0969257e,google,De'Longhi Magnifica Evo Espresso Machine with LatteCrema System,859.00,Best Buy & more,False,False,DeLonghi Magnifica Evo (other),False,False,False,False,True,False,False,False
google-b063db752a738d4653f3,google,Ninja Luxe Café Pro Series Espresso Machine Drip Coffee Maker,749.95,Crate & Barrel & more,False,True,unclassified by example rules,False,False,False,False,True,False,False,False
google-858aadeff0460f696c46,google,EUHOMY Espresso Machine with Grinder 15 Bar Coffee Maker with Milk Frother Steamer Wand,240.00,Target,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-e6beb424762e82f2edc6,google,"Mooye All-in-One Espresso Machine with Grinder, 20-Bar Espresso Maker with Milk Frother for Latte & Cappuccino, Black",169.99,Walmart - Seller,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-56ed4c5e9815df68a50f,google,"Espressoworks 19-Bar Espresso, Latte and Cappuccino Maker 10-piece Set",98.00,EspressoWorks & more,False,True,unclassified by example rules,False,False,False,False,True,False,False,False
google-2e0bb75620d183cc5b2e,google,VEVOR 15 Bar Semi-automatic Espresso Machine with Built-in Grinder,246.99,VEVOR,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-a6e2a72b78258271e2f3,google,Breville Barista Touch Espresso Machine,999.99,Target & more,False,False,Breville Barista Touch (other),False,False,False,False,True,False,False,False
google-794ba498120c1bf382fc,google,Gevi 20 Bar Espresso Machine with Grinder & Milk Frother,359.99,GEVI & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-d344a2586c54609b35e4,google,Philips Baristina Automatic Espresso Machine & Milk Frother Bundle,344.49,Walmart - Dazzling Deals L.L.C & more,False,True,Philips Baristina,False,True,False,False,True,False,False,False
google-b3deff288f5bfa809c8d,google,Zulay Kitchen Magia Espresso Machine 15 Bar with Grinder Milk Frother 2L Removable Tank x003iudz61,207.99,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-e2be2135b7e0b258bf1b,google,"SIMZLIFE - 4 in 1 Espresso Machine with Grinder ,15 Bar- Coffee Maker w/Milk Frother Steamer Wand & Removable Water Tank - Silver",229.99,Best Buy,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-4875e707ae51cf9708c5,google,COWSAR 20 Bar Espresso Machine with Grinder Professional Espresso Maker,289.99,Target,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-23e477c33645a2a7a715,google,Airmsen Espresso Machine with Grinder Espresso Coffee Machine with Customized Grind Amount & Coffee Volume,179.99,Walmart - Airmsen Appliances & more,False,True,unclassified by example rules,True,False,False,False,True,False,False,False
google-972d029bf0fe420d074f,google,"amzchef 14-Cup Espresso Machine, 20-Bar 2-in-1 Grinder and Coffee Maker",129.00,Home Depot,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-22957896c23975498194,google,"Espresso Machine with Grinder & Milk Frother, 20 Bar Coffee and Espresso Maker Combo",397.92,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-a1fa77a9296a3fc86214,google,GAOMON 20 Bar Espresso Machine with Grinder Milk Frother 2.8L Removable Water Tank Adjustable Shot Volume Professional Stainless Steel Coffee Maker,449.98,Lowe's,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-b9240794f87414ac9b52,google,Bluebow Espresso Machine with Grinder 20Bar Semi-Automatic Coffee Maker with Milk Frother,169.99,Walmart - Bluebow & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-a4db3db5cf9c03fa2ab6,google,Ninja AutoBarista Fully Automatic Espresso Machine,899.99,Best Buy & more,False,False,Ninja AutoBarista,False,False,False,False,True,False,False,False
google-da6c9f300bfd52910b07,google,EspressoWorks All-In-One Espresso Machine with Milk Frother 7-Piece Set,98.00,EspressoWorks,False,True,unclassified by example rules,False,True,False,False,False,False,False,False
google-0a53a7c0d50dce8f24f0,google,Espresso Machine with Grinder 20-Bar Coffee Maker with Steam Milk Frother,499.00,Target,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-41cce1d48c4168bba830,google,KitchenAid Metal Semi-Automatic Espresso Machine and Automatic Milk Frother Attachment,197.00,Walmart - Kingdom Reserve LLC & more,False,True,unclassified by example rules,False,True,False,False,True,False,False,False
google-a51e3b69a8d18760592b,google,Kenmore Espresso Machine With Grinder & Milk Frother,599.99,Home Depot & more,False,True,unclassified by example rules,True,True,False,False,True,False,False,False
google-451240196901561c150d,google,Philips Baristina Latte Coffee & Espresso Machine with Smart Milk Frother,499.95,Sur La Table & more,False,True,Philips Baristina,False,True,False,False,True,False,False,False
google-418d55cd3381c3e302e5,google,CASABREWS 3700 Essential Espresso Machine 20-Bar Milk Frother,106.99,Best Buy & more,False,True,unclassified by example rules,False,True,True,False,True,False,False,False
google-f71f913730a4213addaa,google,"Chefman CaféMaster Pro Espresso Machine, Brew Single or Double Shots Coffee Maker with Built-In Milk Frother for Cappuccino & Latte",149.99,Walmart & more,False,True,unclassified by example rules,False,True,False,False,True,False,False,False
google-688de6d8505cd7fa21e6,google,Garvee Espresso Machine with Built in Bean Grinder Stainless Steel Automatic Pressure Espresso Maker with Steam Milk Frother Silver,328.79,Lowe's,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-31314cb71c4f522ca7e0,google,HiBREW H20 Espresso Machine with Built-in Grinder — Single/Double Cup,299.90,HiBREW,False,True,unclassified by example rules,True,False,False,False,False,False,False,False
google-2c141471a1b0d94b0198,google,ZAFRO 20 Bar Espresso Machine with Grinder Automatic Espresso Maker with PID Control & Milk Frother Steam Wand,289.99,Target,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-124a65d4d5e878e3b744,google,Bluebow All-in-One Espresso Machine with Grinder 20-Bar Automatic Coffee Maker,323.99,Walmart - Bluebow,False,True,unclassified by example rules,True,False,True,False,False,False,False,False
google-5eae437f99f95c0cfab5,google,Kismile 2 Cup Semi-Automatic 15-Bar Espresso Machine with Built-in Grinder & Milk Frother Coffee Maker in Stainless Steel,289.99,Home Depot,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-71c091bb59b20f9c0626,google,De'Longhi All-In-One Combination Coffee and Espresso Machine,379.95,crateandbarrel.com & more,False,True,unclassified by example rules,False,False,False,False,True,False,False,False
google-72e4a2730270bda181cf,google,20 Bar Espresso Machine with Grinder & Milk Frother I Encalife,279.00,encalife,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-ceb6c802131f2c0a0c32,google,VEVOR Fully Automatic Espresso Machine With 20 Bar Pressure Automatic Milk Frother Grinder With 15 Levels Tft Touch Screen Removable Milk Reservoir,332.49,VEVOR,True,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-27958e0bd30f2ca6b1cd,google,"Expresso Coffee Machines With Grinder, Espresso Machine 20 Bar With 2.8 L Water Tank, Semi-Automatic Espresso Maker With Milk Frother Steamer Wand For",334.37,Walmart - Qinzoo,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-9bf6797c08db52ba0330,google,"20 Bar Espresso Coffee Machine for Home – Italian-Style Professional Maker with Integrated Grinder & Adjustable Shot Volume, Milk Frother Steam Wand,",149.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-be23c2f4af300537b351,google,Garvee 1450W 120V 20 Bar Espresso Machine with Steam Wand Fast Heat Grinder Barista,317.99,garvee,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-18c983a8c06618560292,google,Ninja Luxe Café Mini Plus AutoFroth Espresso Machine in Midnight Mocha,499.99,Best Buy & more,False,True,Ninja Mini Plus,False,True,False,False,True,False,False,False
google-6c04be305bc1c7a5efe4,google,"Espresso Machine with Grinder & Milk Frother,20 Bar Professional Espresso Coffee Maker with Removable Water Tank,Steam Wand,for Home Use,Latte,",195.98,Walmart - Seller,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-c7a4b049f172d170254e,google,Manual Espresso Coffee Machine with Grinder – Retro-Style,999.95,Crate & Barrel & more,False,False,unclassified by example rules,True,False,False,False,True,False,False,False
google-403d0092fc323bd2b014,google,COWSAR 2-Cup 20-Bar PID Control Semi-Automatic Espresso Machine with Built-in Grinder and Milk Frother,499.99,Home Depot & more,False,True,unclassified by example rules,True,True,True,False,True,False,False,False
google-2f01d4dd3d804ad5ef6d,google,Garvee 20 Bar Espresso Machine 1500W Motor Built,369.99,Lowe's & more,False,True,unclassified by example rules,False,False,True,False,True,False,False,False
google-9a0106badacf87fa4004,google,Hausmojo Cm1620 Espresso Machine with Grinder and Frother,164.99,Walmart - Hausmojo,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
google-0b96e3357c507c052986,google,"20 Bar Professional Coffee Maker / Anti-Clog Grinder & Stainless Steel Milk Frother - Barista-Style Lattes & Cappuccinos, Home/Office Use Yesurprise",299.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-d2a9f521b103ac780dec,google,Garvee 15 Bar Semi-Automatic Espresso Machine Coffee Maker with Grinder & Milk Steamer,389.99,Target,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
google-684f55f0fd73e06c81a1,google,Gemilai Ele One Espresso Machine with Grinder & Cold Brew,859.99,Gemilai,False,False,unclassified by example rules,True,False,False,False,False,False,False,False
